detection_level,metric,date,value,iqr_anomaly,mad_anomaly,iqr_deviation,mad_z_score,severity,lower_bound,upper_bound,state
temporal,demo_total,2025-12-18,34905.0,True,True,0.35411378089056716,-3.113682911854047,0.17705689044528358,72673.625,499300.625,
temporal,demo_total,2025-12-31,0.0,True,False,0.1261659411921471,-2.865574962214449,0.06308297059607355,15622.75,510930.75,
temporal,enrol_total,2025-04-01,257438.0,True,True,87.06091193873999,481.60143125,1.0,-4180.0,7312.0,
temporal,enrol_total,2025-05-01,183616.0,True,True,56.62536255236868,214.3411111111111,1.0,-4504.5,7907.5,
temporal,enrol_total,2025-06-01,215734.0,True,True,52.25323850647701,93.04536275773195,1.0,-5735.0,10013.0,
temporal,enrol_total,2025-07-01,616868.0,True,True,99.81906421105028,159.6353055876686,1.0,-8849.5,15258.5,
temporal,enrol_total,2025-09-01,74989.0,False,True,0.0,17.27247140319716,1.0,-208409.75,347872.25,
temporal,enrol_total,2025-09-02,76496.0,False,True,0.0,16.31112125205931,1.0,-193451.25,322954.75,
temporal,enrol_total,2025-09-03,71988.0,False,True,0.0,14.648264612954186,1.0,-154399.0,257881.0,
temporal,enrol_total,2025-09-04,65349.0,False,True,0.0,12.520797872340424,1.0,-114216.5,190923.5,
temporal,enrol_total,2025-09-05,26069.0,False,True,0.0,3.0012602825745684,1.0,-113423.25,189844.75,
temporal,enrol_total,2025-09-06,58957.0,False,True,0.0,5.720883805082019,1.0,-112630.0,188766.0,
temporal,enrol_total,2025-09-08,83353.0,False,True,0.0,3.1755724419162497,1.0,-111043.5,186608.5,
temporal,enrol_total,2025-09-28,2454.0,True,False,0.22151360936908313,-2.168524893273336,0.11075680468454156,8449.875,116720.875,
temporal,enrol_total,2025-11-15,108948.0,True,True,0.6456878491620112,3.566881594058648,1.0,-10799.25,92304.75,
temporal,enrol_total,2025-11-19,108877.0,True,True,0.9024107264728426,3.8006656594528376,1.0,-7850.625,87390.375,
temporal,enrol_total,2025-12-15,138444.0,True,True,0.6637834502616604,93380.478,1.0,-65638.5,109397.5,
temporal,enrol_total,2025-12-21,28017.0,False,True,0.0,18897.4665,1.0,-34529.625,57549.375,
temporal,enrol_total,2025-12-22,105334.0,True,True,2.512861239009649,71047.783,1.0,-31519.125,52531.875,
temporal,enrol_total,2025-12-23,47327.0,False,True,0.0,31922.0615,1.0,-31519.125,52531.875,
temporal,enrol_total,2025-12-24,46040.0,False,True,0.0,31053.98,1.0,-31519.125,52531.875,
temporal,enrol_total,2025-12-25,48376.0,False,True,0.0,32629.612,1.0,-31519.125,52531.875,
temporal,enrol_total,2025-12-26,51827.0,False,True,0.0,34957.311499999996,1.0,-31519.125,52531.875,
temporal,enrol_total,2025-12-27,44873.0,False,True,0.0,30266.838499999998,1.0,-31519.125,52531.875,
temporal,enrol_total,2025-12-28,43473.0,False,True,0.0,29322.5385,1.0,-31519.125,52531.875,
temporal,enrol_total,2025-12-29,60524.0,False,True,0.0,40823.438,1.0,-59413.5,99022.5,
temporal,enrol_total,2025-12-31,119207.0,True,True,0.17742515104552703,80405.1215,1.0,-66784.5,111307.5,
geographic,bio_total,,3610776.0,False,True,0.0,21.82009275508225,1.0,-2562620.0,4286124.0,Andhra Pradesh
geographic,bio_total,,945150.0,False,True,0.0,5.213633500817409,1.0,-2979762.5,4981361.5,Assam
geographic,bio_total,,4778968.0,True,True,0.2878448953559952,29.097757682254382,1.0,-2562620.0,4286124.0,Bihar
geographic,bio_total,,2559106.0,False,True,0.0,15.26834280819071,1.0,-2562620.0,4286124.0,Chhattisgarh
geographic,bio_total,,1281944.0,False,True,0.0,7.3118107537707,1.0,-2979762.5,4981361.5,Delhi
geographic,bio_total,,3147888.0,False,True,0.0,18.936368364905928,1.0,-2562620.0,4286124.0,Gujarat
geographic,bio_total,,1600264.0,False,True,0.0,9.294897694630965,1.0,-2979762.5,4981361.5,Haryana
geographic,bio_total,,771184.0,False,True,0.0,4.129850820641181,1.0,-2979762.5,4981361.5,Jammu And Kashmir
geographic,bio_total,,1995940.0,False,True,0.0,11.75990117669878,1.0,-2562620.0,4286124.0,Jharkhand
geographic,bio_total,,2602087.0,False,True,0.0,15.536108138063527,1.0,-2562620.0,4286124.0,Karnataka
geographic,bio_total,,1585769.0,False,True,0.0,9.20459596929869,1.0,-2979762.5,4981361.5,Kerala
geographic,bio_total,,5819736.0,True,True,0.8957040882240598,35.581589767154036,1.0,-2562620.0,4286124.0,Madhya Pradesh
geographic,bio_total,,9020710.0,True,True,2.7652287777145705,55.52318859045525,1.0,-2562620.0,4286124.0,Maharashtra
geographic,bio_total,,2362631.0,False,True,0.0,14.044332357369147,1.0,-2562620.0,4286124.0,Odisha
geographic,bio_total,,1717845.0,False,True,0.0,10.027410089684027,1.0,-2979762.5,4981361.5,Punjab
geographic,bio_total,,3927997.0,False,True,0.0,23.796333087033222,1.0,-2562620.0,4286124.0,Rajasthan
geographic,bio_total,,4572151.0,True,True,0.16705369626898012,27.80931808735649,1.0,-2562620.0,4286124.0,Tamil Nadu
geographic,bio_total,,1678277.0,False,True,0.0,9.780907249535879,1.0,-2979762.5,4981361.5,Telangana
geographic,bio_total,,9367083.0,True,True,2.967527476570887,57.68104160932492,1.0,-2562620.0,4286124.0,Uttar Pradesh
geographic,bio_total,,740794.0,False,True,0.0,3.940525575187727,1.0,-2979762.5,4981361.5,Uttarakhand
geographic,bio_total,,2482087.0,False,True,0.0,14.78852572758592,1.0,-2562620.0,4286124.0,West Bengal
geographic,demo_total,,1642142.0,False,True,0.0,39.52380530957392,1.0,-1238349.5,2064358.5,Andhra Pradesh
geographic,demo_total,,755097.0,False,True,0.0,17.809649379400447,1.0,-1244846.0,2075186.0,Assam
geographic,demo_total,,3638844.0,True,True,1.9069024570140625,88.40148183566814,1.0,-1238349.5,2064358.5,Bihar
geographic,demo_total,,1421367.0,False,True,0.0,34.1194089424403,1.0,-1238349.5,2064358.5,Chhattisgarh
geographic,demo_total,,969666.0,False,True,0.0,23.06212780358569,1.0,-1238349.5,2064358.5,Delhi
geographic,demo_total,,1358115.0,False,True,0.0,32.571050301226684,1.0,-1238349.5,2064358.5,Gujarat
geographic,demo_total,,825843.0,False,True,0.0,19.54145517892139,1.0,-1244846.0,2075186.0,Haryana
geographic,demo_total,,294435.0,False,True,0.0,6.533010089279234,1.0,-1244846.0,2075186.0,Jammu And Kashmir
geographic,demo_total,,1065328.0,False,True,0.0,25.40385746171155,1.0,-1238349.5,2064358.5,Jharkhand
geographic,demo_total,,1254788.0,False,True,0.0,30.041687540828917,1.0,-1238349.5,2064358.5,Karnataka
geographic,demo_total,,573781.0,False,True,0.0,13.371177941496697,1.0,-1244846.0,2075186.0,Kerala
geographic,demo_total,,2104635.0,True,True,0.04877997086027587,50.84526602308195,1.0,-1238349.5,2064358.5,Madhya Pradesh
geographic,demo_total,,3824891.0,True,True,2.1322290677831646,92.95576438992524,1.0,-1238349.5,2064358.5,Maharashtra
geographic,demo_total,,233382.0,False,True,0.0,5.0384812186978305,1.0,-1244846.0,2075186.0,Manipur
geographic,demo_total,,830174.0,False,True,0.0,19.647474613486246,1.0,-1238349.5,2064358.5,Odisha
geographic,demo_total,,642172.0,False,True,0.0,15.045335214487915,1.0,-1244846.0,2075186.0,Punjab
geographic,demo_total,,2058896.0,False,True,0.0,49.72561168977281,1.0,-1238349.5,2064358.5,Rajasthan
geographic,demo_total,,1686594.0,False,True,0.0,40.611954906728606,1.0,-1238349.5,2064358.5,Tamil Nadu
geographic,demo_total,,1235593.0,False,True,0.0,29.571809211003846,1.0,-1238349.5,2064358.5,Telangana
geographic,demo_total,,6460511.0,True,True,5.324300543675069,157.47364527836248,1.0,-1238349.5,2064358.5,Uttar Pradesh
geographic,demo_total,,337418.0,False,True,0.0,7.585199735065689,1.0,-1244846.0,2075186.0,Uttarakhand
geographic,demo_total,,2844037.0,True,True,0.9442899584219979,68.94523876751107,1.0,-1238349.5,2064358.5,West Bengal
geographic,enrol_total,,124273.0,False,True,0.0,6.260256319556493,1.0,-177904.875,298002.125,Andhra Pradesh
geographic,enrol_total,,225359.0,False,True,0.0,11.901934942699931,1.0,-176151.75,295080.25,Assam
geographic,enrol_total,,593753.0,True,True,2.535250152790982,32.46225540937487,1.0,-176151.75,295080.25,Bihar
geographic,enrol_total,,99773.0,False,True,0.0,4.892894605105291,1.0,-186762.0,312764.0,Chhattisgarh
geographic,enrol_total,,92838.0,False,True,0.0,4.5058475238922675,1.0,-186762.0,312764.0,Delhi
geographic,enrol_total,,275042.0,False,True,0.0,14.6747770675603,1.0,-176151.75,295080.25,Gujarat
geographic,enrol_total,,95085.0,False,True,0.0,4.631254126846221,1.0,-186762.0,312764.0,Haryana
geographic,enrol_total,,153612.0,False,True,0.0,7.897685925282364,1.0,-176151.75,295080.25,Jharkhand
geographic,enrol_total,,219618.0,False,True,0.0,11.58152581606057,1.0,-176151.75,295080.25,Karnataka
geographic,enrol_total,,73950.0,False,True,0.0,3.4516953580737244,1.0,-186762.0,312764.0,Kerala
geographic,enrol_total,,487892.0,True,True,1.6366609228575308,26.554080778619003,1.0,-176151.75,295080.25,Madhya Pradesh
geographic,enrol_total,,363446.0,True,True,0.5803150040744262,19.608664618758013,1.0,-176151.75,295080.25,Maharashtra
geographic,enrol_total,,109239.0,False,True,0.0,5.421198523023458,1.0,-186762.0,312764.0,Meghalaya
geographic,enrol_total,,116400.0,False,True,0.0,5.820858818418766,1.0,-186762.0,312764.0,Odisha
geographic,enrol_total,,75773.0,False,True,0.0,3.5534382317653384,1.0,-186762.0,312764.0,Punjab
geographic,enrol_total,,340591.0,True,True,0.3863128989542306,18.333111476562824,1.0,-176151.75,295080.25,Rajasthan
geographic,enrol_total,,215710.0,False,True,0.0,11.363417669935044,1.0,-176151.75,295080.25,Tamil Nadu
geographic,enrol_total,,128948.0,False,True,0.0,6.521171258946672,1.0,-176151.75,295080.25,Telangana
geographic,enrol_total,,1002631.0,True,True,6.005965214586446,55.28201553514542,1.0,-176151.75,295080.25,Uttar Pradesh
geographic,enrol_total,,369217.0,True,True,0.6293014905609127,19.93074806586405,1.0,-176151.75,295080.25,West Bengal
age_group,bio_age_ratio_5_17,2025-09-13,0.6084223963319721,True,True,0.44898077772739203,3.051244892424812,1.0,0.40023846000985863,0.5874129583707682,
age_group,bio_age_ratio_5_17,2025-09-14,0.6306094263650334,True,True,0.5829902014821718,3.4149253818970835,1.0,0.39700934807917754,0.6008937711445447,
age_group,bio_age_ratio_5_17,2025-11-16,0.5270491297930289,True,True,0.22140432996150558,3.518267164066258,1.0,0.4427672134217343,0.5226287095339185,
age_group,bio_age_ratio_5_17,2025-11-25,0.569017669873903,True,True,1.4603246793072269,4.375282213122481,1.0,0.4378154374177421,0.5339285736591621,
age_group,bio_age_ratio_5_17,2025-12-01,0.6156745369247141,True,True,2.9155575586751463,6.409282531867273,1.0,0.43479618612973847,0.5394173098845829,
age_group,bio_age_ratio_5_17,2025-12-02,0.5874378191178915,True,True,1.5274049516938257,4.573826885428633,1.0,0.4328143272174447,0.5447102300881499,
age_group,bio_age_ratio_5_17,2025-12-22,0.9487179487179487,True,True,8.479442232404221,17.516021404534666,1.0,0.43838619186050864,0.6019613733000472,
age_group,bio_age_ratio_5_17,2025-12-23,0.6539792387543253,True,True,0.7862077632478525,3.8385796198681263,1.0,0.4293179066949203,0.6170751819093611,
ratio,bio_demo_ratio,2025-09-01,0.9215071601437549,True,True,1.420532598271128,-4.061268558258395,1.0,3.625763260798887,11.240530015032817,
ratio,bio_demo_ratio,2025-10-13,0.01959726404093496,True,True,0.2994407547027283,-3.2623283512784154,1.0,0.16558529676192224,2.115727759713137,
ratio,bio_demo_ratio,2025-10-18,2.39614637257665,True,True,0.4583195916269325,3.201436365617848,1.0,0.09175642324208899,2.159252843787967,
ratio,bio_demo_ratio,2025-11-02,2.8379970220849806,True,True,0.8916061661939348,4.235553045060919,1.0,-0.13527485173594156,2.296050788802588,
ratio,bio_demo_ratio,2025-11-16,2.97603963174425,True,True,1.389011000998731,4.137478251183921,1.0,0.07873770604906072,2.229263600435426,
ratio,bio_demo_ratio,2025-11-25,5.825472177952595,True,True,8.213190834742795,11.898855476069363,1.0,0.19347401475525539,2.0380364192584346,
ratio,bio_demo_ratio,2025-11-26,0.0,True,False,0.15717623722220822,-2.6408994926036367,0.8802998308678789,0.08416187203241055,2.226009100845416,
ratio,bio_demo_ratio,2025-11-27,0.0,True,False,0.15717623722220822,-2.6408994926036367,0.8802998308678789,0.08416187203241055,2.226009100845416,
ratio,bio_demo_ratio,2025-11-28,0.0,True,False,0.15717623722220822,-2.6408994926036367,0.8802998308678789,0.08416187203241055,2.226009100845416,
ratio,bio_demo_ratio,2025-11-29,0.0,True,False,0.15717623722220822,-2.395591664276881,0.7985305547589604,0.08416187203241055,2.226009100845416,
