date,bio_age_5_17,bio_age_17_,bio_total,demo_age_5_17,demo_age_17_,demo_total,age_0_5,age_5_17,age_18_greater,enrol_total,weekday,week,month,day_num,bio_total_lag_1,bio_total_lag_7,bio_total_lag_30,bio_total_rolling_mean_7,bio_total_rolling_std_7,bio_total_rolling_min_7,bio_total_rolling_max_7,bio_total_rolling_median_7,bio_total_rolling_mean_14,bio_total_rolling_std_14,bio_total_rolling_min_14,bio_total_rolling_max_14,bio_total_rolling_median_14,bio_total_rolling_mean_30,bio_total_rolling_std_30,bio_total_rolling_min_30,bio_total_rolling_max_30,bio_total_rolling_median_30,bio_total_z_score,bio_total_deviation_from_baseline,bio_total_pct_change_from_baseline,bio_total_iqr_q1,bio_total_iqr_q3,bio_total_iqr,bio_total_iqr_lower_bound,bio_total_iqr_upper_bound,bio_total_outside_iqr,demo_total_lag_1,demo_total_lag_7,demo_total_lag_30,demo_total_rolling_mean_7,demo_total_rolling_std_7,demo_total_rolling_min_7,demo_total_rolling_max_7,demo_total_rolling_median_7,demo_total_rolling_mean_14,demo_total_rolling_std_14,demo_total_rolling_min_14,demo_total_rolling_max_14,demo_total_rolling_median_14,demo_total_rolling_mean_30,demo_total_rolling_std_30,demo_total_rolling_min_30,demo_total_rolling_max_30,demo_total_rolling_median_30,demo_total_z_score,demo_total_deviation_from_baseline,demo_total_pct_change_from_baseline,demo_total_iqr_q1,demo_total_iqr_q3,demo_total_iqr,demo_total_iqr_lower_bound,demo_total_iqr_upper_bound,demo_total_outside_iqr,enrol_total_lag_1,enrol_total_lag_7,enrol_total_lag_30,enrol_total_rolling_mean_7,enrol_total_rolling_std_7,enrol_total_rolling_min_7,enrol_total_rolling_max_7,enrol_total_rolling_median_7,enrol_total_rolling_mean_14,enrol_total_rolling_std_14,enrol_total_rolling_min_14,enrol_total_rolling_max_14,enrol_total_rolling_median_14,enrol_total_rolling_mean_30,enrol_total_rolling_std_30,enrol_total_rolling_min_30,enrol_total_rolling_max_30,enrol_total_rolling_median_30,enrol_total_z_score,enrol_total_deviation_from_baseline,enrol_total_pct_change_from_baseline,enrol_total_iqr_q1,enrol_total_iqr_q3,enrol_total_iqr,enrol_total_iqr_lower_bound,enrol_total_iqr_upper_bound,enrol_total_outside_iqr,day_of_week,day_of_week_sin,day_of_week_cos,month_sin,month_cos,quarter,week_of_year,day_of_month,year
2025-04-01,4356896.0,4284783.0,8641679.0,119936.0,787346.0,907282.0,141154.0,91371.0,24913.0,257438.0,Tuesday,14,4,31,0.0,0.0,,1234525.5714285714,3266247.649149906,0.0,8641679.0,0.0,1542172.8181818181,3431861.418294708,0.0,8641679.0,0.0,1542172.8181818181,3431861.418294708,0.0,8641679.0,0.0,7.072164685104638,7099506.181818182,460.3570685818224,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,,129611.71428571429,342920.3630007596,0.0,907282.0,0.0,827039.4545454546,2457189.7272596746,0.0,8190152.0,0.0,827039.4545454546,2457189.7272596746,0.0,8190152.0,0.0,0.43993043175000807,80242.54545454541,9.702372479305996,0.0,0.0,0.0,0.0,0.0,1,67.0,3102.0,,38200.71428571428,96700.27080919385,67.0,257438.0,576.0,24910.909090909092,77146.51673465827,0.0,257438.0,576.0,24910.909090909092,77146.51673465827,0.0,257438.0,576.0,8.251065476881848,232527.0909090909,933.3973163620174,150.0,3253.0,3103.0,-4504.5,7907.5,1,1,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,2,14,1,2025
2025-05-01,3868247.0,4011709.0,7879956.0,123211.0,816557.0,939768.0,95342.0,71690.0,16584.0,183616.0,Thursday,18,5,61,8641679.0,0.0,,2360233.5714285714,4036859.4418410566,0.0,8641679.0,0.0,2070321.4166666667,3748902.048946609,0.0,8641679.0,0.0,2070321.4166666667,3748902.048946609,0.0,8641679.0,0.0,6.378366733598438,5809634.583333333,280.6149678216384,0.0,1969989.0,1969989.0,-2954983.5,4924972.5,1,907282.0,0.0,,263864.28571428574,450731.62606652395,0.0,939768.0,0.0,836433.5,2343064.471727435,0.0,8190152.0,0.0,836433.5,2343064.471727435,0.0,8190152.0,0.0,0.4766314009612334,103334.5,12.354165209589036,0.0,226820.5,226820.5,-340230.75,567051.25,1,257438.0,6218.0,,63543.28571428572,109340.93779506724,67.0,257438.0,576.0,38136.333333333336,86657.2213675901,0.0,257438.0,1640.0,38136.333333333336,86657.2213675901,0.0,257438.0,1640.0,5.376487027487182,145479.66666666666,381.46260881725686,170.5,4107.5,3937.0,-5735.0,10013.0,1,3,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387,2,18,1,2025
2025-06-01,3710149.0,4189140.0,7899289.0,122903.0,918041.0,1040944.0,98943.0,99911.0,16880.0,215734.0,Sunday,22,6,92,7879956.0,0.0,,3488703.4285714286,4358396.645534068,0.0,8641679.0,0.0,2518703.5384615385,3936582.5971818417,0.0,8641679.0,0.0,2518703.5384615385,3936582.5971818417,0.0,8641679.0,0.0,6.395975753933217,5380585.461538462,213.62511479115378,0.0,7879956.0,7879956.0,-11819934.0,19699890.0,0,939768.0,0.0,,412570.5714285714,516137.513592021,0.0,1040944.0,0.0,852165.0769230769,2244030.406384402,0.0,8190152.0,0.0,852165.0769230769,2244030.406384402,0.0,8190152.0,0.0,0.5909347088758715,188778.92307692312,22.15283243362007,0.0,907282.0,907282.0,-1360923.0,2268205.0,0,183616.0,576.0,,94280.14285714286,118544.29397406492,67.0,257438.0,2704.0,51797.692307692305,96487.87484047293,0.0,257438.0,2704.0,51797.692307692305,96487.87484047293,0.0,257438.0,2704.0,6.6271400934791345,163936.3076923077,316.48734821045383,191.0,6218.0,6027.0,-8849.5,15258.5,1,6,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,2,22,1,2025
2025-07-01,4499057.0,5293495.0,9792552.0,195587.0,1315305.0,1510892.0,318352.0,263333.0,35183.0,616868.0,Tuesday,27,7,122,7899289.0,0.0,,4887639.428571428,4615951.140576189,0.0,9792552.0,7879956.0,3038264.1428571427,4252509.276177516,0.0,9792552.0,0.0,3038264.1428571427,4252509.276177516,0.0,9792552.0,0.0,8.12041100278678,6754287.857142857,222.3073872608504,0.0,7894455.75,7894455.75,-11841683.625,19736139.375,0,1040944.0,0.0,,628412.2857142857,620264.6696224976,0.0,1510892.0,907282.0,899217.0,2163170.6851109876,0.0,8190152.0,0.0,899217.0,2163170.6851109876,0.0,8190152.0,0.0,1.1218571702092746,611675.0,68.02299331196662,0.0,931646.5,931646.5,-1397469.75,2329116.25,0,215734.0,211.0,,182374.0,221450.47186447808,67.0,616868.0,183616.0,92159.85714285714,177203.90506803917,0.0,616868.0,2903.0,92159.85714285714,177203.90506803917,0.0,616868.0,2903.0,22.247025110404707,524708.1428571428,569.3394778694394,196.0,139266.5,139070.5,-208409.75,347872.25,1,1,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,3,27,1,2025
2025-09-01,146185.0,170995.0,317180.0,35681.0,308515.0,344196.0,48755.0,25157.0,1077.0,74989.0,Monday,36,9,184,9792552.0,0.0,,4932950.857142857,4561208.500655224,0.0,9792552.0,7879956.0,2466475.4285714286,4019153.6850737943,0.0,9792552.0,0.0,2856858.533333333,4157613.8061624253,0.0,9792552.0,0.0,-0.5100146025306461,-2539678.533333333,-88.89756404544262,0.0,7889622.5,7889622.5,-11834433.75,19724056.25,0,1510892.0,0.0,,677583.1428571428,574067.656607196,0.0,1510892.0,907282.0,338791.5714285714,525081.5504698317,0.0,1510892.0,0.0,862215.6,2089403.6764523715,0.0,8190152.0,0.0,-0.19621442909072434,-518019.6,-60.07998454216724,0.0,923525.0,923525.0,-1385287.5,2308812.5,0,616868.0,2704.0,,192700.42857142858,213207.9002482922,67.0,616868.0,183616.0,97516.21428571429,175327.307721731,67.0,616868.0,3253.0,91015.13333333333,170815.5007339233,0.0,616868.0,3102.0,1.1466255604124032,-16026.133333333331,-17.608013817330555,201.0,129302.5,129101.5,-193451.25,322954.75,0,0,0.0,1.0,-1.0,-1.8369701987210297e-16,3,36,1,2025
2025-09-02,142062.0,159922.0,301984.0,34804.0,307784.0,342588.0,50550.0,24998.0,948.0,76496.0,Tuesday,36,9,185,317180.0,0.0,,4976091.428571428,4507892.338801355,0.0,9792552.0,7879956.0,2488045.714285714,4005685.96544194,0.0,9792552.0,0.0,2697178.875,4067103.459426637,0.0,9792552.0,0.0,-0.5238555311504833,-2395194.875,-88.80367591353172,0.0,7884789.25,7884789.25,-11827183.875,19711973.125,0,344196.0,0.0,,726524.2857142857,518597.18282102735,0.0,1510892.0,907282.0,363262.14285714284,515982.2306305129,0.0,1510892.0,0.0,829738.875,2022731.5716530746,0.0,8190152.0,0.0,-0.19803106267108667,-487150.875,-58.7112768323928,0.0,915403.5,915403.5,-1373105.25,2288508.75,0,74989.0,191.0,,203601.14285714287,203452.4770459747,67.0,616868.0,183616.0,102972.42857142857,173238.95080793166,67.0,616868.0,4811.0,90107.6875,165063.3664141214,0.0,616868.0,3253.0,1.2053071150063963,-13611.6875,-15.105854804510384,206.0,103276.0,103070.0,-154399.0,257881.0,0,1,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,3,36,2,2025
2025-09-03,149826.0,158380.0,308206.0,29506.0,247312.0,276818.0,47843.0,23301.0,844.0,71988.0,Wednesday,36,9,186,301984.0,0.0,,5020120.857142857,4452352.531041855,301984.0,9792552.0,7879956.0,2510060.4285714286,3991782.9574801,0.0,9792552.0,150992.0,2556651.0588235296,3980353.568636043,0.0,9792552.0,0.0,-0.5181883649309106,-2248445.0588235296,-87.9448985271064,0.0,7879956.0,7879956.0,-11819934.0,19699890.0,0,342588.0,0.0,,766069.7142857143,461358.41949100635,276818.0,1510892.0,907282.0,383034.85714285716,506202.2530130785,0.0,1510892.0,138409.0,797214.1176470588,1963087.2217178063,0.0,8190152.0,0.0,-0.2723345394002097,-520396.1176470588,-65.27674979157223,0.0,907282.0,907282.0,-1360923.0,2268205.0,0,76496.0,67.0,,213875.57142857142,193008.80264196685,71988.0,616868.0,183616.0,107871.28571428571,171164.05145331216,67.0,616868.0,39103.0,89041.82352941176,159882.32663674685,0.0,616868.0,3404.0,1.0297686623788442,-17053.823529411762,-19.152384047860643,211.0,76496.0,76285.0,-114216.5,190923.5,0,2,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,3,36,3,2025
2025-09-04,131539.0,141037.0,272576.0,35673.0,287619.0,323292.0,43057.0,21463.0,829.0,65349.0,Thursday,36,9,187,308206.0,8641679.0,,3824534.714285714,4441436.959243286,272576.0,9792552.0,317180.0,2529530.1428571427,3979243.5652573826,0.0,9792552.0,287280.0,2429758.0,3898858.0387324123,0.0,9792552.0,136288.0,-0.5506411345232243,-2157182.0,-88.78172691201061,0.0,5989262.0,5989262.0,-8983893.0,14973155.0,0,276818.0,907282.0,,682642.5714285715,483821.6139731878,276818.0,1510892.0,344196.0,406127.14285714284,494626.30248126306,0.0,1510892.0,300055.0,770885.1111111111,1907747.4755232364,0.0,8190152.0,138409.0,-0.21983066563543452,-447593.1111111111,-58.062157906305515,0.0,766510.5,766510.5,-1149765.75,1916276.25,0,71988.0,257438.0,,186434.2857142857,199334.59119841218,65349.0,616868.0,76496.0,112317.5,169028.3318722042,67.0,616868.0,68668.5,87725.55555555556,155209.1374118927,0.0,616868.0,4811.0,0.7712505197447895,-22376.555555555562,-25.507163040711106,302.25,76119.25,75817.0,-113423.25,189844.75,0,3,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,3,36,4,2025
2025-09-05,48248.0,46043.0,94291.0,18821.0,175734.0,194555.0,18400.0,7238.0,431.0,26069.0,Friday,36,9,188,272576.0,7879956.0,,2712296.8571428573,4226246.139402849,94291.0,9792552.0,308206.0,2536265.214285714,3974710.0857412363,0.0,9792552.0,287280.0,2306838.6842105263,3826703.906668404,0.0,9792552.0,94291.0,-0.7130279441433656,-2212547.6842105263,-95.91250312514588,0.0,4098568.0,4098568.0,-6147852.0,10246420.0,0,323292.0,939768.0,,576183.5714285715,499546.70877435175,194555.0,1510892.0,342588.0,420023.9285714286,484977.17271457793,0.0,1510892.0,300055.0,740551.947368421,1858705.9685818602,0.0,8190152.0,194555.0,-0.3652709375478127,-545996.947368421,-73.72827956578108,0.0,625739.0,625739.0,-938608.5,1564347.5,0,65349.0,183616.0,,163927.57142857142,208394.2146916569,26069.0,616868.0,74989.0,113735.42857142857,168150.81445705646,67.0,616868.0,68668.5,84480.47368421052,151497.95524596234,0.0,616868.0,6218.0,-0.7582859530170223,-58411.47368421052,-69.14116330705954,393.5,75742.5,75349.0,-112630.0,188766.0,0,4,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,3,36,5,2025
2025-09-06,124576.0,111882.0,236458.0,31414.0,241295.0,272709.0,40158.0,18244.0,555.0,58957.0,Saturday,36,9,189,94291.0,7899289.0,,1617606.7142857143,3605629.9398602895,94291.0,9792552.0,301984.0,2553155.0714285714,3963590.463377045,0.0,9792552.0,287280.0,2203319.65,3753300.8810931416,0.0,9792552.0,165374.5,-0.5835383877406024,-1966861.65,-89.2680622768184,0.0,2207874.0,2207874.0,-3311811.0,5519685.0,0,194555.0,1040944.0,,466435.71428571426,463512.6571427933,194555.0,1510892.0,323292.0,439503.14285714284,472115.2552619489,0.0,1510892.0,300055.0,717159.8,1812153.6325277258,0.0,8190152.0,233632.0,-0.27697667085649624,-444450.80000000005,-61.973660579328936,0.0,484967.5,484967.5,-727451.25,1212418.75,0,26069.0,215734.0,,141530.85714285713,210314.2559167341,26069.0,616868.0,71988.0,117905.5,165836.62494605948,67.0,616868.0,68668.5,83204.3,147567.68711165804,0.0,616868.0,16143.5,0.5223503890448531,-24247.300000000003,-29.141533051380144,484.75,75365.75,74881.0,-111836.75,187687.25,0,5,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,3,36,6,2025
